@RELATION sentiment
@ATTRIBUTE F1 REAL
@ATTRIBUTE F2 REAL
@ATTRIBUTE F3 REAL
@ATTRIBUTE F4 REAL
@ATTRIBUTE RESULT {0,1}

@DATA
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.88908,-0.19821,1,1,1
0.88456,-0.19821,1.5,1,1
0.88373,-0.19821,1,1,1
1.14381,-0.19821,1,1,1
0.68127,-0.19821,1,1,1
1.27457,-0.19821,1.5,1,1
0.78802,-0.19821,1,1,1
0.78341,-0.19821,1.5,1,1
1.17449,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.76701,-0.19821,1,1,1
0.80829,-0.19821,1,1,1
2.92717,-0.19821,2.25,1,1
0.7202,-0.19821,1.5,1,1
0.61245,-0.19821,1,1,1
2.23339,-0.19821,2.25,1,1
0.59491,-0.19821,1,1,1
1.54086,-0.19821,1.5,1,1
1.54086,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
1.19982,-0.19821,1,1,1
0.76701,-0.19821,1,1,1
0.69379,-0.19821,1.5,1,1
1.30771,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
1.1178,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
0.7202,-0.19821,1.5,1,1
2.63324,-0.19821,1,1,1
1.1578,-0.19821,1.5,1,1
1.10643,-0.19821,2.25,1,1
1.10643,-0.19821,2.25,1,1
1.10643,-0.19821,2.25,1,1
1.74244,-0.19821,1.5,1,1
1.83783,-0.19821,1.5,1,1
0.68013,-0.19821,2.25,1,1
0.07971,-0.19821,1,1,1
0.91044,-0.19821,1.5,1,1
0,-0.19821,1,1,1
2.21415,-0.19821,3.375,1,1
1.2071,-0.19821,1.5,1,1
0.50922,-0.19821,1,1,1
1.10643,-0.19821,2.25,1,1
0,-0.19821,1.5,1,1
1.10643,-0.19821,2.25,1,1
1.10643,-0.19821,2.25,1,1
0.93908,-0.19821,1.5,1,1
0.67511,-0.19821,1,1,1
1.16261,-0.19821,1,1,1
0.76701,-0.19821,1,1,1
1.36192,-0.19821,1,1,1
1.10643,-0.19821,2.25,1,1
1.10643,-0.19821,2.25,1,1
1.24192,-0.19821,1.5,1,1
1.64177,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0,-0.19821,1,1,1
1.71041,-0.19821,1.5,1,1
1.10073,-0.19821,1,1,1
0.74119,-0.19821,1,1,1
2.37053,-0.19821,1.5,1,1
2.33526,-0.19821,1,1,1
1.18524,-0.19821,1.5,1,1
1.08515,-0.19821,1,1,1
1.11063,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
0,-0.19821,1,1,1
0.91898,-0.19821,1,1,1
0.74734,-0.19821,1,1,1
1.05945,-0.19821,1,1,1
0.76701,-0.19821,1,1,1
0.74339,-0.19821,1,1,1
0.76701,-0.19821,1,1,1
0.94753,-0.19821,1.5,1,1
2.48017,-0.19821,1,1,1
0.7202,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
0.47333,-0.19821,1,1,1
0.76701,-0.19821,1,1,1
2.35231,-0.19821,2.25,1,1
2.25735,-0.19821,1.5,1,1
1.2532,-0.19821,1.5,1,1
0.59512,-0.19821,1,1,1
0.67593,-0.19821,1,1,1
1.41462,-0.19821,2.25,1,1
0.7202,-0.19821,1.5,1,1
0.7202,-0.19821,1.5,1,1
1.53402,-0.19821,1,1,1
1.37043,-0.19821,1,1,1
0.76701,-0.19821,1,1,1
1.80523,-0.19821,1.5,1,1
1.50251,-0.19821,1,1,1
0.76701,-0.19821,1,1,1
2.02965,-0.19821,1.5,1,1
0.63619,-0.19821,1,1,1
1.94367,-0.19821,1.5,1.5,1
0.59491,-0.19821,1,1,1
1.02851,-0.19821,1,1,1
1.21123,-0.19821,1,1,1
1.48721,-0.19821,1.5,1,1
0.63314,-0.19821,1.5,1,1
2.28426,-0.19821,1,1,1
0.63314,-0.19821,1.5,1,1
0.94759,-0.19821,1.5,1,1
1.58875,-0.19821,1.5,1,1
0.87206,-0.19821,1.5,1,1
1.24823,-0.19821,1,1,1
1.89572,-0.19821,1.5,1,1
1.29757,-0.19821,1.5,1,1
1.70833,-0.19821,2.25,1,1
0.54271,-0.19821,1.5,1,1
2.62361,-0.19821,5.0625,1,1
1.2636,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
0.76701,-0.19821,1,1,1
2.27013,-0.19821,3.375,1,1
1.12707,-0.19821,1,1,1
0.77194,-0.19821,1.5,1,1
1.78473,-0.19821,1,1,1
1.15301,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
1.69738,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
1.38191,-0.19821,1,1,1
1.78975,-0.19821,5.0625,1,1
0.76701,-0.19821,1,1,1
1.72248,-0.19821,2.25,1,1
0.76701,-0.19821,1,1,1
1.68489,-0.19821,1.5,1,1
1.78064,-0.19821,5.0625,1,1
0.76701,-0.19821,1,1,1
0,-0.19821,1,1,1
0.76701,-0.19821,1.5,1.5,1
0.76701,-0.19821,1,1,1
0.76701,-0.19821,1,1,1
1.49649,-0.19821,3.375,1,1
0.76701,-0.19821,1,1,1
0.3106,-0.19821,1.5,1,1
0.85641,-0.19821,1,1,1
0.64658,-0.19821,1,1,1
1.06824,-0.19821,1,1,1
2.39129,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
1.74107,-0.19821,1,1,1
1.2352,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
1.2352,-0.19821,1.5,1,1
1.2352,-0.19821,1.5,1,1
1.2352,-0.19821,1.5,1,1
1.2352,-0.19821,1.5,1,1
1.38707,-0.19821,2.25,1,1
0.76701,-0.19821,1,1,1
1.39011,-0.19821,1.5,1,1
0,-0.19821,1,1,1
1.0167,-0.19821,2.25,1,1
0.94665,-0.19821,1,1,1
0.59512,-0.19821,1,1,1
3.21233,-0.19821,3.375,1,1
0.7202,-0.19821,1.5,1,1
0.62117,-0.19821,1.5,1,1
1.12745,-0.19821,1.5,1,1
0.59512,-0.19821,1,1,1
0.30245,-0.19821,1,1,1
1.55299,-0.19821,1.5,1,1
0.95157,-0.19821,1,1,1
0.71937,-0.19821,1,1,1
1.55299,-0.19821,1.5,1,1
2.04177,-0.19821,1.5,1,1
0.56708,-0.19821,1.5,1,1
0.84672,-0.19821,1.5,1,1
0.94662,-0.19821,2.25,1,1
1.8046,-0.19821,1.5,1,1
0.84745,-0.19821,1,1,1
0.36606,-0.19821,1,1,1
1.0324,-0.19821,1,1,1
1.66315,-0.19821,1,1,1
0.59491,-0.19821,1,1,1
0.76701,-0.19821,1,1,1
0.83343,-0.19821,1,1,1
0.62721,-0.19821,2.25,1,1
1.26384,-0.19821,1.5,1,1
0.57177,-0.19821,2.25,1,1
1.13764,-0.19821,1,1,1
1.95836,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
1.38076,-0.19821,1,1,1
2.44183,-0.19821,1.5,1,1
0.92574,-0.19821,2.25,1,1
1.61438,-0.19821,1.5,1,1
0,-0.19821,1,1,1
0.76701,-0.19821,1,1,1
1.21123,-0.19821,1,1,1
0.76701,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
0.76701,-0.19821,1,1,1
1.75737,-0.19821,2.25,1,1
0.87371,-0.19821,1,1,1
0.77194,-0.19821,1.5,1,1
1.38516,-0.19821,1,1,1
3.24696,-0.19821,1,1,1
0.76701,-0.19821,1,1,1
1.31591,-0.19821,1,1,1
0,-0.19821,1,1,1
1.30748,-0.19821,1,1,1
2.32588,-0.19821,3.375,1,1
1.33076,-0.19821,2.25,1,1
0.0323,-0.19821,1.5,1,1
0.59491,-0.19821,1,1,1
2.05944,-0.19821,1,1,1
5.16577,-0.19821,3.375,1,1
2.22059,-0.19821,1,1,1
1.55137,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
0.76701,-0.19821,1,1,1
0.76701,-0.19821,1,1,1
1.98338,-0.19821,1.5,1,1
0.59984,-0.19821,1.5,1,1
3.06994,-0.19821,3.375,1,1
1.22508,-0.19821,1.5,1,1
5.16577,-0.19821,3.375,1,1
2.22059,-0.19821,1,1,1
1.55137,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
0.76701,-0.19821,1,1,1
0.76701,-0.19821,1,1,1
1.98338,-0.19821,1.5,1,1
0.59984,-0.19821,1.5,1,1
3.06994,-0.19821,3.375,1,1
1.22508,-0.19821,1.5,1,1
5.16577,-0.19821,3.375,1,1
2.22059,-0.19821,1,1,1
1.55137,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
0.76701,-0.19821,1,1,1
0.76701,-0.19821,1,1,1
1.98338,-0.19821,1.5,1,1
0.59984,-0.19821,1.5,1,1
3.06994,-0.19821,3.375,1,1
1.22508,-0.19821,1.5,1,1
5.16577,-0.19821,3.375,1,1
2.22059,-0.19821,1,1,1
1.55137,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
0.76701,-0.19821,1,1,1
0.76701,-0.19821,1,1,1
1.98338,-0.19821,1.5,1,1
0.59984,-0.19821,1.5,1,1
3.06994,-0.19821,3.375,1,1
1.22508,-0.19821,1.5,1,1
5.16577,-0.19821,3.375,1,1
2.22059,-0.19821,1,1,1
1.55137,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
0.76701,-0.19821,1,1,1
0.76701,-0.19821,1,1,1
1.98338,-0.19821,1.5,1,1
0.59984,-0.19821,1.5,1,1
3.06994,-0.19821,3.375,1,1
1.22508,-0.19821,1.5,1,1
5.16577,-0.19821,3.375,1,1
2.22059,-0.19821,1,1,1
1.55137,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
0.76701,-0.19821,1,1,1
0.76701,-0.19821,1,1,1
1.98338,-0.19821,1.5,1,1
0.59984,-0.19821,1.5,1,1
3.06994,-0.19821,3.375,1,1
1.22508,-0.19821,1.5,1,1
5.16577,-0.19821,3.375,1,1
2.22059,-0.19821,1,1,1
1.55137,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
0.76701,-0.19821,1,1,1
0.76701,-0.19821,1,1,1
1.98338,-0.19821,1.5,1,1
0.59984,-0.19821,1.5,1,1
3.06994,-0.19821,3.375,1,1
1.22508,-0.19821,1.5,1,1
5.16577,-0.19821,3.375,1,1
2.22059,-0.19821,1,1,1
1.55137,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
0.76701,-0.19821,1,1,1
0.76701,-0.19821,1,1,1
1.98338,-0.19821,1.5,1,1
0.59984,-0.19821,1.5,1,1
3.06994,-0.19821,3.375,1,1
1.22508,-0.19821,1.5,1,1
5.16577,-0.19821,3.375,1,1
2.22059,-0.19821,1,1,1
1.55137,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
0.76701,-0.19821,1,1,1
0.76701,-0.19821,1,1,1
1.98338,-0.19821,1.5,1,1
0.59984,-0.19821,1.5,1,1
3.06994,-0.19821,3.375,1,1
1.22508,-0.19821,1.5,1,1
5.16577,-0.19821,3.375,1,1
2.22059,-0.19821,1,1,1
1.55137,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
0.76701,-0.19821,1,1,1
0.76701,-0.19821,1,1,1
1.98338,-0.19821,1.5,1,1
0.59984,-0.19821,1.5,1,1
3.06994,-0.19821,3.375,1,1
1.22508,-0.19821,1.5,1,1
5.16577,-0.19821,3.375,1,1
2.22059,-0.19821,1,1,1
1.55137,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
0.76701,-0.19821,1,1,1
0.76701,-0.19821,1,1,1
1.98338,-0.19821,1.5,1,1
0.59984,-0.19821,1.5,1,1
3.06994,-0.19821,3.375,1,1
1.22508,-0.19821,1.5,1,1
5.16577,-0.19821,3.375,1,1
2.22059,-0.19821,1,1,1
1.55137,-0.19821,1.5,1,1
0.76701,-0.19821,1,1,1
0.76701,-0.19821,1,1,1
0.76701,-0.19821,1,1,1
1.98338,-0.19821,1.5,1,1
0.59984,-0.19821,1.5,1,1
